A	B	C	D	E	F	G	H	I	J
118.224	-27.00849	-24.04001	-20.97111	-18.09803	-15.18881	-12.32453	-9.55382	-6.39238	-3.51517
118.272	-26.94904	-24.03106	-21.00878	-18.07458	-15.20122	-12.28422	-9.51452	-6.48084	-3.54427
118.32	-26.98616	-24.03	-21.01503	-18.08765	-15.21364	-12.3217	-9.50924	-6.44766	-3.52717
118.368	-26.96938	-24.05493	-21.03588	-18.08663	-15.1977	-12.37406	-9.54066	-6.48709	-3.58315
118.416	-26.98509	-24.0799	-21.04283	-18.1022	-15.16935	-12.347	-9.51031	-6.54895	-3.54761
118.464	-26.97346	-24.08004	-21.02119	-18.10447	-15.18779	-12.30711	-9.41694	-6.53913	-3.55201
118.512	-27.00376	-24.06336	-21.0135	-18.13922	-15.21577	-12.30683	-9.47782	-6.47541	-3.54566
118.56	-26.96642	-24.03843	-21.06582	-18.17374	-15.22073	-12.30155	-9.55219	-6.45947	-3.50159
118.608	-26.97749	-24.05567	-21.07791	-18.16345	-15.26443	-12.33922	-9.59797	-6.49525	-3.44497
118.656	-26.9951	-24.0489	-21.04473	-18.12676	-15.23653	-12.35882	-9.5534	-6.46559	-3.48793
118.704	-26.98662	-24.0312	-21.05395	-18.12805	-15.26498	-12.33829	-9.55808	-6.46661	-3.53352
118.752	-27.00965	-24.02115	-21.047	-18.16267	-15.24974	-12.33751	-9.58523	-6.46652	-3.51897
118.8	-27.00942	-24.05562	-21.0426	-18.15961	-15.2559	-12.30512	-9.60576	-6.45623	-3.54867
118.848	-26.96206	-24.00637	-20.95767	-18.14594	-15.29172	-12.34228	-9.57165	-6.42032	-3.52676
118.896	-26.91665	-23.99409	-20.98158	-18.17198	-15.24126	-12.38023	-9.5401	-6.45188	-3.51702
118.944	-26.87662	-23.99548	-21.03727	-18.15164	-15.26531	-12.35229	-9.45623	-6.50201	-3.49159
118.992	-26.88556	-24.00062	-21.05043	-18.15914	-15.26688	-12.3572	-9.49427	-6.53556	-3.47009
119.04	-26.90748	-24.03426	-21.03769	-18.2021	-15.29288	-12.34589	-9.49826	-6.54483	-3.48691
119.088	-26.93065	-24.06484	-21.07884	-18.13561	-15.25307	-12.37657	-9.45303	-6.59093	-3.54371
119.136	-26.96633	-24.09167	-21.07606	-18.1736	-15.20053	-12.39107	-9.44196	-6.60474	-3.59487
119.184	-26.98857	-24.04135	-21.07156	-18.17643	-15.21364	-12.31707	-9.46314	-6.56489	-3.58254
119.232	-26.94867	-24.02319	-21.06665	-18.18037	-15.216	-12.36331	-9.51489	-6.51554	-3.53792
119.28	-26.95196	-24.05609	-21.08542	-18.13871	-15.24181	-12.3452	-9.54288	-6.50034	-3.49312
119.328	-26.95284	-24.08787	-21.03519	-18.13144	-15.22893	-12.31313	-9.4939	-6.50641	-3.52421
119.376	-26.95993	-24.0793	-21.01651	-18.11012	-15.22031	-12.3445	-9.44872	-6.48603	-3.54473
119.424	-26.96656	-24.05159	-20.9958	-18.13301	-15.19159	-12.33653	-9.50173	-6.41569	-3.55646
119.472	-26.97652	-24.0148	-20.9276	-18.18454	-15.16471	-12.33167	-9.52101	-6.48227	-3.49552
119.52	-26.99172	-24.04154	-20.92078	-18.19765	-15.21994	-12.31559	-9.48922	-6.4807	-3.51702
119.568	-26.99579	-24.07184	-20.96837	-18.17694	-15.25831	-12.2876	-9.53787	-6.45799	-3.52624
119.616	-26.97763	-24.06002	-21.00132	-18.17888	-15.23111	-12.25846	-9.5881	-6.49311	-3.44826
119.664	-27.002	-24.08027	-20.98098	-18.16109	-15.2787	-12.32143	-9.53727	-6.43835	-3.44247
119.712	-26.97976	-24.06104	-21.0312	-18.15442	-15.28838	-12.29557	-9.51207	-6.38701	-3.49502
119.76	-26.93551	-24.07508	-21.06146	-18.14242	-15.22763	-12.25308	-9.54307	-6.44126	-3.55409
119.808	-26.96229	-24.04038	-21.07898	-18.12606	-15.22078	-12.27036	-9.5243	-6.52198	-3.57249
119.856	-26.97402	-24.10437	-21.03695	-18.15562	-15.25548	-12.28621	-9.57541	-6.48973	-3.50641
119.904	-27.00627	-24.1058	-21.05683	-18.17921	-15.25697	-12.26837	-9.57555	-6.5174	-3.53412
119.952	-26.98254	-24.04719	-21.06387	-18.17346	-15.19358	-12.25883	-9.62086	-6.51281	-3.58361
120	-27.00122	-24.02342	-21.07277	-18.15613	-15.21999	-12.24924	-9.58055	-6.50516	-3.60724
